,algorithm,variant,warm_label,metric,count,mean,median,std,min,max
0,Algorytm genetyczny,high,ciepły start,time_s,1116,3.269368189809264,1.4728743089945056,3.84648826383724,0.11290976498275997,16.90988651898806
1,Algorytm genetyczny,high,ciepły start,total_cost,1116,87.45705393765641,41.552894924946386,101.25040996497506,4.999999999999998,431.230164403145
2,Algorytm genetyczny,high,ciepły start,cost_per_node,1116,0.4292577059517862,0.42420273576068085,0.12088837321201092,0.09687499999999996,0.693796367414169
3,Algorytm genetyczny,low,ciepły start,time_s,1116,2.952156944414066,1.2625974680013314,3.5356591340572407,0.16025614300451707,14.650486313003055
4,Algorytm genetyczny,low,ciepły start,total_cost,1116,85.24511107524317,42.967834167262325,99.48359912899565,4.999999999999998,428.8899213724088
5,Algorytm genetyczny,low,ciepły start,cost_per_node,1116,0.4298643416344388,0.412759113652609,0.13654387033172838,0.09636650868878346,0.7223867388270532
6,Algorytm genetyczny,med,ciepły start,time_s,1116,3.1130221922258805,1.40210976650269,3.615147089900735,0.17652097799873445,15.153886326996144
7,Algorytm genetyczny,med,ciepły start,total_cost,1116,86.73461971044344,43.467834167262325,99.08236303912908,4.999999999999998,431.230164403145
8,Algorytm genetyczny,med,ciepły start,cost_per_node,1116,0.4254941865710054,0.41091313072159974,0.12163823255067227,0.09597523219814236,0.693796367414169
9,Algorytm losowy,high,zimny start,time_s,1116,0.0019275749832282,0.0008352735021617264,0.0029789589029047166,0.0002820989902829751,0.01786875000107102
10,Algorytm losowy,high,zimny start,total_cost,1116,153.15193584255007,78.80807719799856,163.34236270560436,11.999999999999995,616.1636883488205
11,Algorytm losowy,high,zimny start,cost_per_node,1116,0.7733601178260657,0.7860902835232132,0.1553849843461045,0.21263482280431423,1.025888056686453
12,Algorytm losowy,low,zimny start,time_s,1116,0.0019264473529602912,0.0007793255008436972,0.0027020017722665045,0.0002976289979415014,0.019773459000134608
13,Algorytm losowy,low,zimny start,total_cost,1116,149.46063944804402,77.31844174410293,160.5100907636638,9.999999999999996,603.568263045032
14,Algorytm losowy,low,zimny start,cost_per_node,1116,0.7701933801405771,0.7693619297666829,0.16168142023723758,0.20695102685624,1.0283535858946866
15,Algorytm losowy,med,zimny start,time_s,1116,0.00202162538177184,0.0007464430018444546,0.0030841511258560797,0.0002928390022134408,0.02249059900350403
16,Algorytm losowy,med,zimny start,total_cost,1116,152.2377344544618,79.99999999999997,160.2392353364353,11.999999999999995,610.398141529664
17,Algorytm losowy,med,zimny start,cost_per_node,1116,0.7720480217978187,0.7804878048780485,0.15771271324402153,0.2105263157894735,1.025888056686453
18,Algorytm mrówkowy,high,ciepły start,time_s,930,8.243965828041336,2.7445300330000464,10.888368651213641,0.11667570300051013,38.13841766498808
19,Algorytm mrówkowy,high,ciepły start,total_cost,930,48.65737047199611,33.190850607576834,41.86150894514785,4.999999999999998,156.93352394567546
20,Algorytm mrówkowy,high,ciepły start,cost_per_node,930,0.4275586057071054,0.43498001217801074,0.12616870439949587,0.09218749999999996,0.6788182034786752
21,Algorytm mrówkowy,low,ciepły start,time_s,930,7.2657846857678,2.576349291000952,9.48847966290178,0.15060463999543572,32.39415192200249
22,Algorytm mrówkowy,low,ciepły start,total_cost,930,46.78523830385758,31.63795568263044,40.12909960596573,4.999999999999998,152.99999999999994
23,Algorytm mrówkowy,low,ciepły start,cost_per_node,930,0.42321107809654585,0.4127032129176518,0.14183075400396847,0.08372827804107416,0.7264372510977228
24,Algorytm mrówkowy,med,ciepły start,time_s,930,7.890507391470288,2.658882392999658,10.30913443939783,0.13157836900791153,36.82063895399915
25,Algorytm mrówkowy,med,ciepły start,total_cost,930,48.52860799188358,32.68048606147247,41.69441471568167,4.999999999999998,156.44388849177983
26,Algorytm mrówkowy,med,ciepły start,cost_per_node,930,0.42301040445536503,0.42811938841332653,0.1294958983452464,0.08668730650154786,0.6788182034786752
27,Algorytm zachłanny,high,zimny start,time_s,1116,0.0015941233162993088,0.0006940475141163915,0.0026652853749568393,0.0002720369957387447,0.02071240199438762
28,Algorytm zachłanny,high,zimny start,total_cost,1116,94.02049915326101,50.46783416726232,104.80710740246113,4.999999999999998,443.4002859185132
29,Algorytm zachłanny,high,zimny start,cost_per_node,1116,0.48009009924452906,0.4761904761904759,0.13481060972970021,0.09999999999999996,0.7106325947105074
30,Algorytm zachłanny,low,zimny start,time_s,1116,0.001650273151361321,0.0007016764993750257,0.002558675835617661,0.000277279999863822,0.02217864499834832
31,Algorytm zachłanny,low,zimny start,total_cost,1116,92.56083454387542,48.46783416726232,104.28404215513407,4.999999999999998,435.7197998570407
32,Algorytm zachłanny,low,zimny start,cost_per_node,1116,0.47982614629948317,0.467012151536812,0.14644772938955208,0.09794628751974715,0.7700057864461008
33,Algorytm zachłanny,med,zimny start,time_s,1116,0.0018135052222627512,0.000699207499565091,0.0029567182618190596,0.0002804329997161403,0.02672706500743516
34,Algorytm zachłanny,med,zimny start,total_cost,1116,93.48638364320647,49.46783416726231,103.58037094228297,4.999999999999998,438.8899213724088
35,Algorytm zachłanny,med,zimny start,cost_per_node,1116,0.4749147476176905,0.4782608695652172,0.1359677714248437,0.09999999999999996,0.7142050318128469
36,Przeszukiwanie tabu,high,ciepły start,time_s,1090,6.45424934485484,3.5223816949874163,7.988737153147284,0.03519884799607098,44.91314675199101
37,Przeszukiwanie tabu,high,ciepły start,total_cost,1090,92.08916591798858,35.999999999999986,111.85086632075753,4.999999999999998,485.8048606147247
38,Przeszukiwanie tabu,high,ciepły start,cost_per_node,1090,0.44667677309490383,0.4450369699518606,0.13749364900099167,0.09843749999999996,0.7512735136308937
39,Przeszukiwanie tabu,low,ciepły start,time_s,1116,6.355552950850259,2.971725442006573,8.570156785741945,0.0010717740005929954,42.214887396999984
40,Przeszukiwanie tabu,low,ciepły start,total_cost,1116,90.85695811908657,41.499999999999986,108.32453327689605,4.999999999999998,443.80486061472476
41,Przeszukiwanie tabu,low,ciepły start,cost_per_node,1116,0.43745386906670497,0.42088607594936694,0.1471932491302158,0.09794628751974715,0.7619047619047615
42,Przeszukiwanie tabu,med,ciepły start,time_s,1116,6.941770264064418,3.250740740491892,9.101652232186169,0.010328215998015366,44.94692161600688
